Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Order ID,City,State,Postal Code,Region,Product ID,Product Category,Product Type,Product Name,Price,Quantity,Revenue,Discount,Profit
5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,11718,New York City,New York,10011,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5," $2,275.00 ",0%, $-   
5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,11719,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4, $144.00 ,0%, $15.09 
5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,11720,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8, $318.00 ,0%, $12.33 
5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,11721,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4, $191.00 ,20%, $14.92 
12/20/2015,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,11722,Chicago,Illinois,60623,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,2, $320.00 ,20%, $12.00 
12/20/2015,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,11723,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4," $1,024.00 ",20%, $51.19 
12/20/2015,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,11724,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3," $1,077.00 ",30%, $(71.81)
12/19/2015,12/20/2015,First Class,JK-15370,Jay Kimmel,Consumer,United States,11725,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3," $1,303.00 ",20%, $43.44 
12/19/2015,12/20/2015,First Class,JK-15370,Jay Kimmel,Consumer,United States,11726,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2, $7.00 ,20%, $0.44 
12/19/2015,12/20/2015,First Class,JK-15370,Jay Kimmel,Consumer,United States,11727,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4, $355.00 ,20%, $7.77 
4/29/2017,5/4/2017,Second Class,FM-14215,Filia McAdams,Corporate,United States,11728,Dublin,Ohio,43017,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5," $5,242.00 ",40%, $(69.89)
2/7/2016,2/7/2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,11729,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4, $400.00 ,0%, $21.00 
2/7/2016,2/7/2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,11730,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3, $23.00 ,0%, $3.60 
9/28/2014,10/3/2014,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,11731,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,8, $770.00 ,20%, $31.28 
9/28/2014,10/3/2014,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,11732,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2, $21.00 ,20%, $3.74 
7/10/2016,7/14/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,11733,Dallas,Texas,75081,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3," $1,014.00 ",20%, $(33.80)
7/10/2016,7/14/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,11734,Dallas,Texas,75081,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4, $617.00 ,20%, $17.35 
7/29/2017,8/1/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,11735,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2, $70.00 ,20%, $6.53 
7/29/2017,8/1/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,11736,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5, $110.00 ,20%, $1.38 
7/29/2017,8/1/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,11737,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3, $13.00 ,20%, $0.38 
9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,11738,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3, $94.00 ,0%, $8.49 
9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,11739,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2, $36.00 ,0%, $3.40 
9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,11740,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5, $647.00 ,0%, $46.60 
8/9/2014,8/16/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,11741,San Diego,California,92037,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8, $167.00 ,0%, $9.60 
10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,11742,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4, $83.00 ,20%, $7.26 
10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,11743,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2, $14.00 ,20%, $0.99 
10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,11744,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2, $22.00 ,20%, $(2.51)
10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,11745,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.4,7," $3,097.00 ",20%, $(55.30)
6/6/2014,6/9/2014,First Class,BM-11785,Bryan Mills,Consumer,United States,11746,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2, $27.00 ,0%, $4.94 
8/13/2016,8/17/2016,Second Class,EM-14065,Erin Mull,Consumer,United States,11747,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8, $90.00 ,70%, $(8.24)
8/13/2016,8/17/2016,Second Class,EM-14065,Erin Mull,Consumer,United States,11748,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.272,3, $31.00 ,20%, $3.21 
4/25/2014,4/29/2014,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,11749,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,2, $21.00 ,20%, $3.63 
4/25/2014,4/29/2014,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,11750,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3, $19.00 ,20%, $0.55 
11/22/2015,11/27/2015,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,11751,San Antonio,Texas,78207,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,2, $414.00 ,30%, $(32.52)
10/14/2017,10/17/2017,First Class,JW-15955,Joni Wasserman,Consumer,United States,11752,Oakland,California,94601,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2, $19.00 ,0%, $3.69 
12/2/2017,12/5/2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,11753,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9," $5,037.00 ",0%, $151.10 
12/2/2017,12/5/2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,11754,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2, $220.00 ,0%, $53.86 
12/2/2017,12/5/2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,11755,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,2, $17.00 ,0%, $3.85 
12/8/2015,12/11/2015,Second Class,TT-21460,Tonja Turnell,Home Office,United States,11756,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,11," $3,968.00 ",20%, $130.76 
12/8/2015,12/11/2015,Second Class,TT-21460,Tonja Turnell,Home Office,United States,11757,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6," $10,310.00 ",20%, $150.36 
7/13/2015,7/15/2015,First Class,SL-20155,Sara Luxemburg,Home Office,United States,11758,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,6, $249.00 ,80%, $(66.51)
5/11/2014,5/17/2014,Standard Class,RM-19375,Raymond Messe,Consumer,United States,11759,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2, $94.00 ,20%, $7.62 
1/5/2014,1/12/2014,Standard Class,MB-18085,Mick Brown,Consumer,United States,11760,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3, $59.00 ,20%, $4.88 
9/5/2015,9/9/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,11761,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4," $1,645.00 ",15%, $(4.84)
9/5/2015,9/9/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,11762,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6, $173.00 ,20%, $9.70 
9/5/2015,9/9/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,11763,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3, $880.00 ,15%, $(20.70)
8/4/2016,8/8/2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,11764,Suffolk,Virginia,23434,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2, $70.00 ,0%, $10.52 
8/4/2016,8/8/2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,11765,Suffolk,Virginia,23434,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,1, $4.00 ,0%, $1.90 
8/4/2016,8/8/2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,11766,Suffolk,Virginia,23434,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9, $988.00 ,0%, $46.12 
8/4/2016,8/8/2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,11767,Suffolk,Virginia,23434,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,2, $20.00 ,0%, $4.81 
3/22/2014,3/26/2014,Standard Class,CC-12685,Craig Carroll,Consumer,United States,11768,Greensboro,North Carolina,27405,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,4, $31.00 ,70%, $(5.86)
3/22/2014,3/26/2014,Standard Class,CC-12685,Craig Carroll,Consumer,United States,11769,Greensboro,North Carolina,27405,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.465,5, $257.00 ,70%, $(39.46)
3/2/2017,3/8/2017,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,11770,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.976,4, $28.00 ,20%, $(1.40)
3/2/2017,3/8/2017,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,11771,Dallas,Texas,75081,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7, $86.00 ,80%, $(20.17)
11/27/2016,11/29/2016,Second Class,GG-14650,Greg Guthrie,Corporate,United States,11772,Chicago,Illinois,60623,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2, $196.00 ,20%, $(24.50)
11/27/2016,11/29/2016,Second Class,GG-14650,Greg Guthrie,Corporate,United States,11773,Chicago,Illinois,60623,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6, $374.00 ,20%, $19.50 
4/28/2014,5/3/2014,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,11774,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2, $42.00 ,0%, $9.39 
4/28/2014,5/3/2014,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,11775,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9," $4,478.00 ",0%, $129.38 
4/28/2014,5/3/2014,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,11776,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.34,2, $11.00 ,0%, $1.50 
4/28/2014,5/3/2014,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,11777,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1, $3.00 ,0%, $1.51 
11/24/2015,11/28/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,11778,Los Angeles,California,90004,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.91,9," $3,320.00 ",0%, $180.77 
11/24/2015,11/28/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,11779,Los Angeles,California,90004,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5, $74.00 ,0%, $6.62 
11/11/2016,11/16/2016,Standard Class,BD-11770,Bryan Davis,Consumer,United States,11780,New York City,New York,10011,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3, $180.00 ,0%, $14.99 
11/11/2016,11/16/2016,Standard Class,BD-11770,Bryan Davis,Consumer,United States,11781,New York City,New York,10011,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1, $83.00 ,0%, $20.84 
7/9/2015,7/13/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,11782,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2, $13.00 ,0%, $3.03 
7/9/2015,7/13/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,11783,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3, $369.00 ,0%, $59.01 
9/22/2017,9/26/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,11784,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84,4, $879.00 ,0%, $107.72 
9/22/2017,9/26/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,11785,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6, $589.00 ,0%, $9.82 
9/22/2017,9/26/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,11786,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,33.04,8, $264.00 ,0%, $15.53 
9/22/2017,9/26/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,11787,Milwaukee,Wisconsin,53209,Central,TEC-PH-10001615,Technology,Phones,AT&T CL82213,86.97,3, $261.00 ,0%, $25.22 
2/15/2015,2/19/2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,11788,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3, $405.00 ,0%, $64.79 
2/15/2015,2/19/2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,11789,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2," $1,400.00 ",0%, $195.99 
2/15/2015,2/19/2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,11790,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,139.95,5, $700.00 ,0%, $26.59 
9/30/2014,10/4/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,11791,New York City,New York,10011,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1, $49.00 ,0%, $24.47 
12/1/2014,12/3/2014,First Class,RP-19390,Resi Pölking,Consumer,United States,11792,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8," $22,463.00 ",0%, $673.88 
12/1/2014,12/3/2014,First Class,RP-19390,Resi Pölking,Consumer,United States,11793,Madison,Wisconsin,53711,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4, $187.00 ,0%, $12.59 
12/8/2014,12/13/2014,Standard Class,TB-21175,Thomas Boland,Corporate,United States,11794,Houston,Texas,77041,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2, $121.00 ,20%, $6.04 
9/5/2016,9/10/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,11795,Olathe,Kansas,66062,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3, $324.00 ,0%, $26.99 
8/27/2017,8/30/2017,First Class,MR-17545,Mathew Reese,Home Office,United States,11796,New York City,New York,10024,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,63.84,8, $511.00 ,0%, $16.60 
8/27/2017,8/30/2017,First Class,MR-17545,Mathew Reese,Home Office,United States,11797,New York City,New York,10024,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,347.97,3," $1,044.00 ",0%, $100.91 
8/27/2017,8/30/2017,First Class,MR-17545,Mathew Reese,Home Office,United States,11798,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,6, $222.00 ,20%, $11.57 
7/7/2016,7/11/2016,Standard Class,RM-19375,Raymond Messe,Consumer,United States,11799,San Jose,California,95123,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5," $1,078.00 ",0%, $73.32 
8/8/2016,8/10/2016,Second Class,JF-15565,Jill Fjeld,Consumer,United States,11800,Dallas,Texas,75081,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4, $45.00 ,20%, $3.63 
8/8/2016,8/10/2016,Second Class,JF-15565,Jill Fjeld,Consumer,United States,11801,Dallas,Texas,75081,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3, $162.00 ,20%, $17.53 
11/13/2016,11/19/2016,Standard Class,AS-10135,Adrian Shami,Home Office,United States,11802,Auburn,Washington,98002,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1, $4.00 ,0%, $1.50 
9/22/2017,9/26/2017,Second Class,JA-15970,Joseph Airdo,Consumer,United States,11803,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607,1, $6.00 ,70%, $(4.30)
9/22/2017,9/26/2017,Second Class,JA-15970,Joseph Airdo,Consumer,United States,11804,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7," $32,646.00 ",20%," $(1,049.34)"
9/22/2017,9/26/2017,Second Class,JA-15970,Joseph Airdo,Consumer,United States,11805,Philadelphia,Pennsylvania,19134,East,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,79.984,2, $160.00 ,20%, $23.00 
12/25/2016,12/28/2016,First Class,GK-14620,Grace Kelly,Corporate,United States,11806,Los Angeles,California,90049,West,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,7," $18,032.00 ",20%, $257.59 
12/25/2016,12/28/2016,First Class,GK-14620,Grace Kelly,Corporate,United States,11807,Los Angeles,California,90049,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,45.36,7, $318.00 ,0%, $21.77 
12/25/2016,12/28/2016,First Class,GK-14620,Grace Kelly,Corporate,United States,11808,Los Angeles,California,90049,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7," $1,780.00 ",0%, $76.27 
2/11/2016,2/13/2016,First Class,PB-19210,Phillip Breyer,Corporate,United States,11809,Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7, $490.00 ,0%, $0.70 
10/23/2016,10/29/2016,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,11810,Chicago,Illinois,60610,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156,7, $113.00 ,60%, $(12.12)
10/23/2016,10/29/2016,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,11811,Chicago,Illinois,60610,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,54.816,3, $164.00 ,20%, $17.82 
6/9/2014,6/11/2014,Second Class,FO-14305,Frank Olsen,Consumer,United States,11812,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,7," $10,089.00 ",0%, $245.02 
11/20/2017,11/26/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,11813,Newark,Ohio,43055,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5, $388.00 ,20%, $28.13 
11/20/2017,11/26/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,11814,Newark,Ohio,43055,East,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2, $9.00 ,20%, $1.57 
9/14/2015,9/18/2015,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,11815,Los Angeles,California,90045,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,170.136,3, $510.00 ,20%, $(8.51)
6/4/2015,6/4/2015,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,11816,Seattle,Washington,98105,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,2, $15.00 ,0%, $3.47 
6/4/2015,6/4/2015,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,11817,Seattle,Washington,98105,West,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2, $19.00 ,0%, $3.06 
12/13/2015,12/15/2015,Second Class,MC-17575,Matt Collins,Consumer,United States,11818,Los Angeles,California,90036,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96,2, $20.00 ,0%, $4.58 
5/25/2014,5/29/2014,Standard Class,JL-15235,Janet Lee,Consumer,United States,11819,Chicago,Illinois,60623,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,75.6,2, $151.00 ,80%, $(166.32)
5/25/2014,5/29/2014,Standard Class,JL-15235,Janet Lee,Consumer,United States,11820,Chicago,Illinois,60623,Central,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2, $59.00 ,60%, $(24.19)
2/16/2016,2/20/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,11821,Chicago,Illinois,60623,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6, $552.00 ,80%, $(225.56)
2/16/2016,2/20/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,11822,Chicago,Illinois,60623,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.976,4, $28.00 ,20%, $1.83 
2/16/2016,2/20/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,11823,Chicago,Illinois,60623,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3, $189.00 ,30%, $(2.70)
2/16/2016,2/20/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,11824,Chicago,Illinois,60623,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.184,1, $5.00 ,20%, $1.81 
12/22/2016,12/28/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,11825,Redmond,Oregon,97756,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10, $313.00 ,70%, $(25.06)
12/22/2016,12/28/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,11826,Redmond,Oregon,97756,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4, $47.00 ,20%, $3.11 
12/22/2016,12/28/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,11827,Redmond,Oregon,97756,West,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1, $23.00 ,20%, $4.84 
2/8/2016,2/11/2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,11828,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3," $3,384.00 ",20%, $126.90 
